date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:27	551503/551503	---M--	200	added ('OK')	image/png	etag:%2286a4f-5dbf52d1f1ee1%22	http://pospal.com.au/wp-content/uploads/2022/04/scan-to-order-1.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2022/04/scan-to-order-1.png	(from http://pospal.com.au/taptouch/)
12:51:29	37771/37771	---M--	200	added ('OK')	image/png	etag:%22938b-5a4fa25d441c0%22	http://pospal.com.au/wp-content/uploads/2020/05/dragon5-150x150.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2020/05/dragon5-150x150.png	(from http://pospal.com.au/taptouch/)
12:51:29	7744/7744	---M--	200	added ('OK')	image/jpeg	etag:%221e40-5a4fa14a9b9c0%22	http://pospal.com.au/wp-content/uploads/2020/05/IMG_4183.JPG-150x150.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2020/05/IMG_4183.JPG-150x150.jpg	(from http://pospal.com.au/taptouch/)
12:51:31	8474/8474	---M--	200	added ('OK')	image/jpeg	etag:%22211a-594ea51221700%22	http://pospal.com.au/wp-content/uploads/2019/10/mrmeng-1-150x150.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/10/mrmeng-1-150x150.jpg	(from http://pospal.com.au/taptouch/)
12:51:31	9761/9761	---M--	200	added ('OK')	image/jpeg	etag:%222621-594ea61d28d00%22	http://pospal.com.au/wp-content/uploads/2019/10/yamalysia-150x150.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/10/yamalysia-150x150.jpg	(from http://pospal.com.au/taptouch/)
12:51:32	9771/9771	---M--	200	added ('OK')	image/jpeg	etag:%22262b-594ea7e03f540%22	http://pospal.com.au/wp-content/uploads/2019/10/Yamei-150x150.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/10/Yamei-150x150.jpg	(from http://pospal.com.au/taptouch/)
12:51:33	7161/7161	---M--	200	added ('OK')	image/jpeg	etag:%221bf9-594ea8a979000%22	http://pospal.com.au/wp-content/uploads/2019/10/saigonhouse-150x150.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/10/saigonhouse-150x150.jpg	(from http://pospal.com.au/taptouch/)
12:51:33	118048/118048	---M--	200	added ('OK')	image/png	etag:%221cd20-5dc5912f93091%22	http://pospal.com.au/wp-content/uploads/2022/04/e32.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2022/04/e32.png	(from http://pospal.com.au/taptouch/)
12:51:33	7101/7101	---M--	200	added ('OK')	image/jpeg	etag:%221bbd-594ea4f2a8cc0%22	http://pospal.com.au/wp-content/uploads/2019/10/kyosushi-150x150.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/10/kyosushi-150x150.jpg	(from http://pospal.com.au/taptouch/)
12:51:33	350/350	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Apr%202022%2002:51:32%20GMT	http://gbepospal.com.au/wp-content/uploads/2019/07/12-5.png	C:/My%20Web%20Sites/taptouch/gbepospal.com.au/wp-content/uploads/2019/07/12-5.51.delayed	(from http://pospal.com.au/taptouch/)
12:51:39	39641/39641	---M--	200	added ('OK')	image/png	etag:%229ad9-594e8b9ad0200%22	http://pospal.com.au/wp-content/uploads/2019/10/Screen-Shot-2019-10-15-at-12.15.06-pm-150x150.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/10/Screen-Shot-2019-10-15-at-12.15.06-pm-150x150.png	(from http://pospal.com.au/taptouch/)
12:51:39	36809/36809	---M--	200	added ('OK')	image/png	etag:%228fc9-5909a33cd2900%22	http://www.pospal.com.au/wp-content/uploads/2019/07/12-5.png	C:/My%20Web%20Sites/taptouch/www.pospal.com.au/wp-content/uploads/2019/07/12-5.png	(from http://pospal.com.au/taptouch/)
12:51:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Apr%202022%2002:51:38%20GMT	https://assets.zendesk.com/embeddable_framework/main.js	C:/My%20Web%20Sites/taptouch/assets.zendesk.com/embeddable_framework/main.54.delayed	(from http://pospal.com.au/taptouch/)
12:51:52	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-5d16e66fd7194-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.8	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/lib/animations/animations.minb045.css	(from http://pospal.com.au/taptouch/)
12:51:53	20073/20073	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b687c8c87e4bb1d316102239ec8bdb5c%22	https://static.zdassets.com/ekr/asset_composer.js	C:/My%20Web%20Sites/taptouch/static.zdassets.com/ekr/asset_composer.js	(from http://pospal.com.au/taptouch/)
12:51:53	23743/23743	---M-Z	200	added ('OK')	application/javascript	etag:%225cbf-5c7af79209d0d-gzip%22	http://pospal.com.au/wp-content/plugins/content-views-query-and-display-post-page/public/assets/js/cv.js?ver=2.4.0.2	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/content-views-query-and-display-post-page/public/assets/js/cv749c.js	(from http://pospal.com.au/taptouch/)
12:51:54	19961/19961	---M-Z	200	added ('OK')	application/javascript	etag:%224df9-5d16a7b836ac6-gzip%22	http://pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/js/collapse.js?ver=1.7.0	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/js/collapse7d4c.js	(from http://pospal.com.au/taptouch/)
12:51:55	212039/212039	---M--	200	added ('OK')	image/jpeg	etag:%2233c47-592f688a9e900%22	http://pospal.com.au/wp-content/uploads/2019/09/WeChat-Image_20190920165335.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2019/09/WeChat-Image_20190920165335.jpg	(from http://pospal.com.au/taptouch/)
12:52:07	1511/1511	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Apr%202022%2008:36:01%20GMT	https://js.hs-scripts.com/20673809.js?integration=WordPress	C:/My%20Web%20Sites/taptouch/js.hs-scripts.com/20673809a466.js	(from http://pospal.com.au/taptouch/)
12:52:07	9566/9566	---M-Z	200	added ('OK')	application/javascript	etag:%22255e-5d9e45aa00784-gzip%22	http://pospal.com.au/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from http://pospal.com.au/taptouch/)
12:52:08	3033/3033	---M-Z	200	added ('OK')	application/javascript	etag:%22bd9-5d9e45a9ffa7f-gzip%22	http://pospal.com.au/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=4.2.5	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mind19b.js	(from http://pospal.com.au/taptouch/)
12:52:08	1846/1846	---M-Z	200	added ('OK')	application/javascript	etag:%22736-5d9e45a9fd36f-gzip%22	http://pospal.com.au/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from http://pospal.com.au/taptouch/)
12:52:08	1988/1988	---M-Z	200	added ('OK')	application/javascript	etag:%227c4-5d9e45a9fed7a-gzip%22	http://pospal.com.au/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=4.2.5	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mind19b.js	(from http://pospal.com.au/taptouch/)
12:52:08	2940/2940	---M-Z	200	added ('OK')	application/javascript	etag:%22b7c-5d9e45a9ffa7f-gzip%22	http://pospal.com.au/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=4.2.5	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mind19b.js	(from http://pospal.com.au/taptouch/)
12:52:09	1524/1524	---M-Z	200	added ('OK')	application/javascript	etag:%225f4-5c66d3f95dae3-gzip%22	http://pospal.com.au/wp-content/plugins/woo-paypalplus/public/js/front.min.js?ver=1625547404	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woo-paypalplus/public/js/front.minb67b.js	(from http://pospal.com.au/taptouch/)
12:52:09	16119/16119	---M-Z	200	added ('OK')	application/javascript	etag:%223ef7-597a7f78b7e00-gzip%22	http://pospal.com.au/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-includes/js/underscore.min4511.js	(from http://pospal.com.au/taptouch/)
12:52:09	9630/9630	---M-Z	200	added ('OK')	application/javascript	etag:%22259e-5d16a80b97fa6-gzip%22	http://pospal.com.au/wp-content/plugins/mailchimp-for-woocommerce/public/js/mailchimp-woocommerce-public.min.js?ver=2.5.3	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/mailchimp-for-woocommerce/public/js/mailchimp-woocommerce-public.min91ee.js	(from http://pospal.com.au/taptouch/)
12:52:10	37045/37045	---M-Z	200	added ('OK')	application/javascript	etag:%2290b5-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/bootstrap.min.js	(from http://pospal.com.au/taptouch/)
12:52:10	8420/8420	---M-Z	200	added ('OK')	application/javascript	etag:%2220e4-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/jquery.slicknav.min.js	(from http://pospal.com.au/taptouch/)
12:52:11	41954/41954	---M-Z	200	added ('OK')	application/javascript	etag:%22a3e2-5d16e6ff3c3cf-gzip%22	http://pospal.com.au/wp-content/plugins/woolentor-addons/assets/js/slick.min.js?ver=2.1.0	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woolentor-addons/assets/js/slick.min3c94.js	(from http://pospal.com.au/taptouch/)
12:52:11	5372/5372	---M-Z	200	added ('OK')	application/javascript	etag:%2214fc-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/jquery.prettySocial.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/jquery.prettySocial.js	(from http://pospal.com.au/taptouch/)
12:52:12	2121/2121	---M-Z	200	added ('OK')	application/javascript	etag:%22849-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/fakeLoader.min.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/fakeLoader.min.js	(from http://pospal.com.au/taptouch/)
12:52:13	23374/23374	---M-Z	200	added ('OK')	application/javascript	etag:%225b4e-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/particles.min.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/particles.min.js	(from http://pospal.com.au/taptouch/)
12:52:14	4996/4996	---M-Z	200	added ('OK')	application/javascript	etag:%221384-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/main.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/main.js	(from http://pospal.com.au/taptouch/)
12:52:15	65674/65674	---M-Z	200	added ('OK')	application/javascript	etag:%221008a-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/js/plugins.js	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/js/plugins.js	(from http://pospal.com.au/taptouch/)
12:52:15	1399/1399	---M-Z	200	added ('OK')	application/javascript	etag:%22577-597a7f78b7e00-gzip%22	http://pospal.com.au/wp-includes/js/wp-embed.min.js?ver=5.3.6	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-includes/js/wp-embed.min48f5.js	(from http://pospal.com.au/taptouch/)
12:52:15	17656/17656	---M-Z	200	added ('OK')	application/javascript	etag:%2244f8-5c5e02852b553-gzip%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/js/kingcomposer.min.js?ver=2.9.6	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/js/kingcomposer.min7d47.js	(from http://pospal.com.au/taptouch/)
12:52:16	1801/1801	---M-Z	200	added ('OK')	application/javascript	etag:%22709-5d16e66fd7e9a-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from http://pospal.com.au/taptouch/)
12:52:16	4879/4879	---M-Z	200	added ('OK')	application/javascript	etag:%22130f-5d16e66fcd554-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.8	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/js/webpack.runtime.minb045.js	(from http://pospal.com.au/taptouch/)
12:52:16	139153/139153	---M-Z	200	added ('OK')	application/javascript	etag:%2221f91-5d16e66fd648f-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from http://pospal.com.au/taptouch/)
12:52:17	14002/14002	---M-Z	200	added ('OK')	application/javascript	etag:%2236b2-5d16e66fcd554-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.8	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/js/frontend-modules.minb045.js	(from http://pospal.com.au/taptouch/)
12:52:17	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%222fa6-5d16e66fd8b9f-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://pospal.com.au/taptouch/)
12:52:18	6482/6482	---M-Z	200	added ('OK')	application/javascript	etag:%221952-597a7f78b7e00-gzip%22	http://pospal.com.au/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-includes/js/jquery/ui/position.mine899.js	(from http://pospal.com.au/taptouch/)
12:52:18	2578/2578	---M-Z	200	added ('OK')	application/javascript	etag:%22a12-5d16e66fd8b9f-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.8	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/lib/share-link/share-link.minb045.js	(from http://pospal.com.au/taptouch/)
12:52:19	10863/10863	---M-Z	200	added ('OK')	application/javascript	etag:%222a6f-5d16e66fd648f-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from http://pospal.com.au/taptouch/)
12:52:20	1110/1110	---M--	200	added ('OK')	image/png	etag:%22456-5d16a7b8377cc%22	http://pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/css/images/arrow-down.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/css/images/arrow-down.png	(from http://pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/css/light_style.css?ver=1.6)
12:52:20	36629/36629	---M-Z	200	added ('OK')	application/javascript	etag:%228f15-5d16e66fcd554-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.8	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/js/frontend.minb045.js	(from http://pospal.com.au/taptouch/)
12:52:20	32274/32274	---M-Z	200	added ('OK')	application/javascript	etag:%227e12-5d16e66fcfc64-gzip%22	http://pospal.com.au/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.8	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/elementor/assets/js/preloaded-modules.minb045.js	(from http://pospal.com.au/taptouch/)
12:52:21	1105/1105	---M--	200	added ('OK')	image/png	etag:%22451-5d16a7b8377cc%22	http://pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/css/images/arrow-up.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/css/images/arrow-up.png	(from http://pospal.com.au/wp-content/plugins/jquery-collapse-o-matic/css/light_style.css?ver=1.6)
12:52:21	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/css/openhand.html	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:22	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:22	70/70	---M--	200	added ('OK')	image/png	etag:%2246-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:22	70/70	---M--	200	added ('OK')	image/png	etag:%2246-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:23	70/70	---M--	200	added ('OK')	image/png	etag:%2246-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:23	71/71	---M--	200	added ('OK')	image/png	etag:%2247-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:23	90/90	---M--	200	added ('OK')	image/png	etag:%225a-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:24	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-5a4dd63b3aac0%22	http://pospal.com.au/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://pospal.com.au/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.2.3)
12:52:24	158/158	---M--	200	added ('OK')	image/png	etag:%229e-5d16e6ff3a9c4%22	http://pospal.com.au/wp-content/plugins/woolentor-addons/assets/images/selector-icon.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woolentor-addons/assets/images/selector-icon.png	(from http://pospal.com.au/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.1.0)
12:52:24	181/181	---M--	200	added ('OK')	image/png	etag:%22b5-5d16e6ff3a9c4%22	http://pospal.com.au/wp-content/plugins/woolentor-addons/assets/images/check.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/woolentor-addons/assets/images/check.png	(from http://pospal.com.au/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.1.0)
12:52:25	4196/4196	---M-Z	200	added ('OK')	text/css	etag:%221064-5909a33aea480-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/css/slick.css	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/css/slick.css	(from http://pospal.com.au/wp-content/themes/appai/assets/css/elements.css?ver=5.3.6)
12:52:25	17762/17762	---M-Z	200	added ('OK')	text/css	etag:%224562-5909a33aea480-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/css/swiper.min.css	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/css/swiper.min.css	(from http://pospal.com.au/wp-content/themes/appai/assets/css/elements.css?ver=5.3.6)
12:52:26	109038/109038	---M-Z	200	added ('OK')	text/css	etag:%221a9ee-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/css/icofont.css	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/css/icofont.css	(from http://pospal.com.au/wp-content/themes/appai/assets/css/elements.css?ver=5.3.6)
12:52:26	72259/72259	---M-Z	200	added ('OK')	text/css	etag:%2211a43-5909a339f6240-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/css/animate.css	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/css/animate.css	(from http://pospal.com.au/wp-content/themes/appai/assets/css/elements.css?ver=5.3.6)
12:52:26	8140/8140	---M-Z	200	added ('OK')	text/css	etag:%221fcc-5909a33aea480-gzip%22	http://pospal.com.au/wp-content/themes/appai/assets/css/magnific-popup.css	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/css/magnific-popup.css	(from http://pospal.com.au/wp-content/themes/appai/assets/css/elements.css?ver=5.3.6)
12:52:26	397/397	---M--	200	added ('OK')	image/png	etag:%2218d-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/others/line-shape.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/others/line-shape.png	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:27	209/209	---M--	200	added ('OK')	image/png	etag:%22d1-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/others/line-shape-white.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/others/line-shape-white.png	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:27	374/374	---M--	200	added ('OK')	image/png	etag:%22176-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/others/line-shape-2.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/others/line-shape-2.png	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:39	69157/69157	---M--	200	added ('OK')	image/jpeg	etag:%2210e25-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/1.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/1.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:39	74789/74789	---M--	200	added ('OK')	image/jpeg	etag:%2212425-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/7.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/7.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:39	652/652	---M--	200	added ('OK')	image/png	etag:%2228c-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/others/quote-icon.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/others/quote-icon.png	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:42	91431/91431	---M--	200	added ('OK')	image/jpeg	etag:%2216527-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/2.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/2.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:46	48487/48487	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Apr%202022%2002:52:42%20GMT	http://pospal.com.au/wp-content/themes/appai/assets/img/mockups/download-app-mockup.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/mockups/download-app-mockup.90.delayed	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:49	48487/48487	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Apr%202022%2002:52:45%20GMT	http://pospal.com.au/wp-content/themes/appai/assets/img/mockups/download-app-mockup-2.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/mockups/download-app-mockup-2.png	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:52	64909/64909	---M--	200	added ('OK')	image/jpeg	etag:%22fd8d-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/3.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/3.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:53	65362/65362	---M--	200	added ('OK')	image/jpeg	etag:%22ff52-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/4.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/4.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:52:57	1389859/1389859	---M--	200	added ('OK')	image/png	etag:%22153523-5dc5823bdde34%22	http://pospal.com.au/wp-content/uploads/2022/04/222.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/uploads/2022/04/222.png	(from http://pospal.com.au/taptouch/)
12:53:00	50033/50033	---M--	200	added ('OK')	image/jpeg	etag:%22c371-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/8.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/8.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
